Dataset 1 : national_male.csv,Dataset 2 : national_female.csv
a21b: People seem to think I am not smart
Selected Values: ,3,43,42,3,42,3,4
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp
v,0.84,0.7,Accept,Accept,756,925,1681,0.17,0.83,0.16,0.84,0.16,0.02
