Dataset 1 : Ilocos.csv,Dataset 2 : nation.csv
c1: Do you usually have a good time or fun when you go online?
Selected Values: ,3,4
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp
v,-0.69,0.47,Accept,Accept,69,1829,1898,0.07,0.93,0.1,0.9,0.1,0.04
