Dataset 1 : national_male.csv,Dataset 2 : national_female.csv
f22d: I was threatened on the internet
Selected Values: ,2
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp
v,-0.17,0.03,Accept,Accept,183,216,399,0.28,0.72,0.29,0.71,0.29,0.05
