Dataset 1 : 9to11.csv,Dataset 2 : 12to14.csv
f16d: I tried to get the other person to leave me alone
Selected Values: ,1
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp,freq(p1),freq(p2)
v,0.57,0.32,Accept,Accept,54,95,149,0.15,0.85,0.12,0.88,0.13,0.06,8,11
