Dataset 1 : 9to11.csv,Dataset 2 : 15to17.csv
f16j: I reported the problem online  (e.g.; clicked on a ‘report abuse’ button; contacted an internet advisor or Internet Service Provider (ISP))
Selected Values: ,1
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp,freq(p1),freq(p2)
v,-0.61,0.37,Accept,Accept,54,126,180,0.07,0.93,0.1,0.9,0.09,0.05,4,13
