Dataset 1 : national_male.csv,Dataset 2 : national_female.csv
a21d: I get called names or insulted by other children
Selected Values: ,3,43,42,3,42,3,42,3,42,3,4
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp
v,2.39,5.72,Accept,Reject,750,921,1671,0.25,0.75,0.2,0.8,0.23,0.02
