Dataset 1 : 9to11.csv,Dataset 2 : 15to17.csv
f16f: I stopped using the internet for a while
Selected Values: ,1
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp,freq(p1),freq(p2)
v,-0.62,0.38,Accept,Accept,54,126,180,0.17,0.83,0.21,0.79,0.19,0.06,9,26
