Dataset 1 : 9to11.csv,Dataset 2 : 15to17.csv
f16c: I felt a bit guilty about what went wrong
Selected Values: ,1
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp,freq(p1),freq(p2)
v,0.42,0.18,Accept,Accept,54,126,180,0.26,0.74,0.23,0.77,0.24,0.07,14,29
