Dataset 1 : national_male.csv,Dataset 2 : national_female.csv
a21a: Other children are treated better than me
Selected Values: ,3,43,42,3,4
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp
v,-0.66,0.44,Accept,Accept,752,911,1663,0.3,0.7,0.32,0.68,0.31,0.02
