Dataset 1 : national_male.csv,Dataset 2 : national_female.csv
j5a: Suggested ways to use the internet safely
Selected Values: ,3,4,5
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp,freq(p1),freq(p2)
v,-3.09,9.52,Reject,Reject,728,916,1644,0.57,0.43,0.65,0.35,0.61,0.02,417,593
