Dataset 1 : national_male.csv,Dataset 2 : national_female.csv
a21c: People seem to think they’re better than me
Selected Values: ,3,43,42,3,42,3,42,3,4
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp
v,0.01,0.0,Accept,Accept,748,923,1671,0.19,0.81,0.19,0.81,0.19,0.02
