Dataset 1 : NegrosIslandRegion.csv,Dataset 2 : NCR.csv
f1d: Pretended to be a different kind of person online from who I really am
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp
v,-1.06,1.12,Accept,Accept,65,287,352,0.06,0.94,0.1,0.9,0.1,0.04
