Dataset 1 : Gender Male .csv,Dataset 2 : Gender Female .csv
a24b: I do exciting things; even if they are dangerous
Selected Values: ,2,3
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp,freq(p1),freq(p2)
v,4.86,23.61,Reject,Reject,749,906,1655,0.27,0.73,0.17,0.83,0.22,0.02,205,158
