Dataset 1 : national_male.csv,Dataset 2 : national_female.csv
d2a: I feel safe on the internet
Selected Values: ,2,3,4
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp,freq(p1),freq(p2)
v,3.55,12.61,Reject,Reject,784,962,1746,0.51,0.49,0.42,0.58,0.46,0.02,396,404
