Dataset 1 : 9to11.csv,Dataset 2 : 15to17.csv
j5a: Suggested ways to use the internet safely
Selected Values: ,3,4,5
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp,freq(p1),freq(p2)
v,-6.24,38.89,Reject,Reject,530,542,1072,0.51,0.49,0.7,0.3,0.61,0.03,272,379
