Dataset 1 : national_male.csv,Dataset 2 : national_female.csv
f22b: Nasty or hurtful messages were passed around or posted where others could see
Selected Values: ,21,3
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp
v,2.1,4.4,Accept,Reject,188,216,404,0.03,0.97,0.0,1.0,0.02,0.01
