Dataset 1 : national_male.csv,Dataset 2 : national_female.csv
f1a: Looked for new friends or contacts on the internet
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp
v,1.14,1.3,Accept,Accept,765,951,1716,0.2,0.8,0.18,0.82,0.19,0.02
