Dataset 1 : NCR.csv,Dataset 2 : nation.csv
f1d: Pretended to be a different kind of person online from who I really am
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp
v,1.92,3.67,Accept,Accept,287,1668,1955,0.1,0.9,0.07,0.93,0.08,0.02
