Dataset 1 : 9to11.csv,Dataset 2 : 15to17.csv
f16h: I changed my privacy/ contact settings
Selected Values: ,1
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp,freq(p1),freq(p2)
v,-0.88,0.78,Accept,Accept,54,126,180,0.06,0.94,0.1,0.9,0.08,0.04,3,12
