Dataset 1 : Ilocos.csv,Dataset 2 : nation.csv
c2: What do you think about this sentence: ‘There are lots of things on the internet that are good for children of my age’?
Selected Values: ,3,43,4
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp
v,1.37,1.88,Accept,Accept,69,1799,1868,0.46,0.54,0.38,0.62,0.38,0.06
