Dataset 1 : 9to11.csv,Dataset 2 : 15to17.csv
f16a: I ignored the problem or hoped the problem would go away by itself
Selected Values: ,1
,z,z^2,99% (2.58),95% (1.96),n1,n2,n1+n2,p1,1-p1,p2,1-p2,p^,SEp,freq(p1),freq(p2)
v,-0.85,0.72,Accept,Accept,54,126,180,0.46,0.54,0.53,0.47,0.51,0.08,25,67
